cnpj,empresa,setor,ano_base,target,variavel,algoritmo,schema_len,n_feats_validos,n_perturbadas,modo,y_base,media_mc,std_mc,cv,p5,p50,p95,largura_ic,p_negativo,n_sim,sigma
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,8348132.252573467,8966864.765130375,1747475.3823093285,0.19488142489945548,6746183.040426612,8879050.327526446,12162873.006602878,5416689.966176266,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,755853.8517622777,994497.3770834899,168921.39165232072,0.16985604542035856,777987.5736634647,986838.8283942232,1330306.3735825047,552318.79991904,0.0,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6330330.011586257,9264239.695994793,1741562.4447690384,0.18798762790237042,6496393.306631923,8804008.998590142,12389677.125625731,5893283.818993809,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,16254661.12963361,23159747.952070214,4746522.555354809,0.20494707305009877,17285007.894760504,21427421.39524889,30609052.737589285,13324044.84282878,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7350580.966007571,9152377.449409936,1715018.0714011318,0.18738498066551015,7211594.901263001,9097114.416323878,11703131.477648392,4491536.576385391,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,3243944.801748282,4193390.2291588825,837165.6738473283,0.19963934384786516,3163275.2866923995,3829960.7042905414,5693359.688708602,2530084.402016203,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,6012260.583517864,7657114.812636057,1175414.7795641385,0.15350622373121858,6225062.665482991,7105652.786683133,9561720.031959912,3336657.3664769204,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,16254661.12963361,23065463.106744457,4660216.011696613,0.20204302814687222,17225558.761453535,21306995.114970654,29867584.32877427,12642025.567320734,,500,0.15
02.429.144/0001-93,CPFL Energia,Energia,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,1301349.0704003465,1961720.9583432027,694071.6260959329,0.3538075194354452,1121657.3410578289,1828743.7445151731,3419405.477693419,2297748.1366355903,0.0,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,8032961.727804167,8690886.073586378,1822360.9461174684,0.2096864382627275,6506203.767774533,8432297.264871776,12464027.536188079,5957823.7684135465,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,793165.1241955304,1027563.2247541246,202694.70783823307,0.19725765087275662,753743.6806228263,1022053.9442945787,1379222.3972630873,625478.716640261,0.0,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6365147.903360089,9276211.511589795,1600155.843183548,0.1725010087560311,6596628.8476660615,8868969.196313195,12125700.183970664,5529071.336304602,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,17087722.831084356,24081144.684137736,4690716.869333862,0.19478795260192264,18053106.59328626,22486610.568108924,31145011.313330434,13091904.720044173,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7354846.165306477,9018187.447785424,1661215.2939869286,0.18420722607566442,7289690.088198725,7870375.091160836,11643389.03783146,4353698.949632734,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,3256219.443991018,4224108.020062949,869985.2153117848,0.20595714200008078,3117897.956238318,3833084.3272237694,5797537.48882969,2679639.5325913723,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,6038255.503473477,7767912.573525245,1211614.0300448495,0.15597678508564794,6191718.261827968,7864570.649520054,9606308.018478338,3414589.7566503696,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,17087722.831084356,23824235.324364737,4841199.563530806,0.20320482473491078,17895021.640930705,21969331.154752843,30764723.61273222,12869701.971801516,,500,0.15
02.474.103/0001-19,Engie Brasil,Energia,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,1566407.3827284835,2409745.3080885047,706670.5062043177,0.2932552680286672,1602326.3527683308,2234945.995404814,3903735.189403232,2301408.8366349014,0.0,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,7793082.80000412,8472111.17298217,1753474.3390575426,0.20697017582222338,6276775.070680692,8150314.852757866,11809202.849842196,5532427.7791615045,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,762799.8457704305,982811.0196490178,248863.21027057036,0.25321573048646173,386513.2733437492,1009815.2405718559,1356769.0197140179,970255.7463702686,0.0,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6020746.89164869,8901861.560037987,1585789.1242966042,0.17814129253767422,6321605.363545897,8536023.10585656,11834663.696097534,5513058.332551637,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,15713745.336497314,22724328.332951836,4856469.427289697,0.2137123419506082,17064703.418326087,20711204.509797506,30111878.804789003,13047175.386462916,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7576376.888923968,9355057.68395665,1772377.6307640702,0.18945662235772093,7422920.017798577,8175774.936189322,11996871.23495038,4573951.217151803,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,2670678.3635202227,3776729.0222267085,810853.1509351427,0.21469720124560976,2719968.4505342674,3533247.6453724857,5234215.786167134,2514247.3356328662,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,6104111.188965446,7754564.537609521,1235542.5377678762,0.15933100198928174,6239842.617300917,7276473.675568385,9712357.762348808,3472515.145047891,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,15713745.336497314,22738728.8487692,4897446.017837207,0.21537905880355734,16956294.520421125,20535373.020462945,29970466.86344277,13014172.343021646,,500,0.15
02.998.611/0001-04,ISA CTEEP,Energia,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,46320.05893796751,126827.53777315024,134972.71243347158,1.064222445719085,46461.829449024284,82677.80545447566,316424.68772923935,269962.85828021506,0.0,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,8579685.441339707,9173768.623098275,1799568.061104902,0.19616453554037103,6871943.495040099,8921404.96796583,12610287.088535426,5738343.593495327,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,672149.4291658786,994466.6116312403,357934.2813308447,0.3599258910701075,271399.3092537276,1031329.3277747931,1548099.170016209,1276699.8607624813,0.0,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6355037.742350423,9280964.078130553,1691474.5103689202,0.18225202641982757,6543917.900891862,9156506.107270077,12396635.777729867,5852717.876838005,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,15802925.26241231,22559410.37517044,4801065.248150765,0.2128187380923289,16903278.90760482,20305566.954685062,29952036.489938386,13048757.582333565,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7535792.342616592,9300450.647693194,1749107.9863720313,0.1880670144522368,7375634.615203781,8773413.198191859,11905030.5480637,4529395.932859918,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,3009269.421390369,4024018.2972635347,867917.7941366428,0.21568435579103992,2952055.942089099,3673349.997411989,5628442.015537614,2676386.073448515,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,5985649.064713857,7710113.260584906,1214206.3916119775,0.15748230286306653,6154813.659711849,7704075.2669509,9620780.930886924,3465967.2711750753,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,15802925.26241231,22630780.262797747,4921475.915906909,0.2174682383354328,16760565.998858737,20212203.025876045,30312055.168056186,13551489.16919745,,500,0.15
03.220.438/0001-73,Equatorial Energia,Energia,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,650014.0377260556,1222748.4087814256,691002.2750111734,0.5651222034300719,263523.87282575923,1172214.0121212478,2418080.8627835154,2154556.9899577564,0.0,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,7904226.581618351,8430336.611719191,1672133.778240887,0.19834721378935427,6230907.439843224,8244419.725799317,11689357.741822274,5458450.30197905,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,755853.8517622777,985581.954462656,183852.69935117898,0.1865422743575052,712331.8189945734,990974.0569032398,1306665.2975503749,594333.4785558014,0.0,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6355854.694235875,9205263.368712222,1641329.967360205,0.17830342290248022,6531202.233311386,9028577.296836948,12230881.500874732,5699679.267563346,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,16320394.9570099,23454118.37357369,4731916.375356202,0.20175204627123244,17542974.232462503,22123056.597640842,30439332.313496,12896358.081033498,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7043571.414112681,8761783.60146203,1670845.5754638077,0.19069696895789606,6856158.165795316,7629234.612668404,11312627.204536421,4456469.038741105,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,3094854.5460036146,4004007.167777854,820397.0679020887,0.20489400581103184,2943577.1973862653,3719030.7667190535,5417845.855821924,2474268.658435659,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,6167899.149945936,7683212.937019114,1189518.7414696028,0.15482048346444827,6209825.026933563,7136268.605489018,9612196.705595367,3402371.6786618037,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,16320394.9570099,23234001.060923427,4666024.754646657,0.20082743141878842,17173421.69512435,21551642.0710254,30055137.147290573,12881715.452166222,,500,0.15
07.859.971/0001-30,Taesa,Energia,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,1287829.6915248258,1973552.1078242874,646583.6047982094,0.32762428832498663,1119045.3437886382,1870725.941961396,3228991.74720462,2109946.4034159817,0.0,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,8058759.571382149,8696552.051947163,1718495.2477990233,0.19760650399536805,6491094.851523044,8383765.682262579,12026948.730578607,5535853.879055563,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,755853.8517622777,1019856.1480590126,178113.45312320412,0.17464566298118528,767788.2445807531,1010563.0259318696,1352481.2839182592,584693.039337506,0.0,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_EBITDA_DFP,EBITDA,GradientBoosting,155,153,155,schema_completo,6330330.011586257,9131086.547610179,1564855.9746821665,0.17137675418176015,6571664.721168694,8795993.344461566,12145585.714671087,5573920.993502392,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_BPA_1_DFP,Ativo Total,GradientBoosting,150,149,150,schema_completo,16274276.774350252,23152347.07623996,4642260.687105421,0.20050929056214478,17683925.477419287,21121737.11897526,30127867.133061964,12443941.655642677,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_BPA_1.01_DFP,Ativo Circulante,GradientBoosting,156,154,156,schema_completo,7350580.966007571,8973477.764081443,1682497.3039465712,0.18749668168579872,7154320.446549507,7840305.940129271,11570440.135623159,4416119.689073652,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_BPP_2.01_DFP,Passivo Circulante,GradientBoosting,154,152,154,schema_completo,3187359.474650862,4096350.8346393257,807527.0602916778,0.19713327614986345,3107698.849737817,3739030.0346796433,5582686.069755535,2474987.2200177177,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_BPP_2.03_DFP,Patrimônio Líquido,GradientBoosting,153,152,153,schema_completo,6069749.020152056,7773846.261831444,1190867.566950169,0.15318897838219042,6241198.108766637,7500472.043014745,9695319.555765484,3454121.4469988467,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_BPP_2_DFP,Passivo Total,GradientBoosting,150,149,150,schema_completo,16274276.774350252,22722743.878879163,4625470.938357051,0.2035612848084089,17221677.18005044,20729433.44662223,29651053.159340523,12429375.979290083,,500,0.15
10.629.105/0001-68,Prio,Petróleo,2026,TARGET_DFC_MI_6.01_DFP,FCO,GradientBoosting,154,152,154,schema_completo,1300635.4184799334,1975820.551262351,592751.2857918118,0.3000025915375276,1244416.23834334,1872709.8786599012,3125550.62096161,1881134.38261827,0.0,500,0.15
16.404.287/0001-55,Suzano,Commodities,2026,TARGET_DRE_3.01_DFP,Receita Líquida,GradientBoosting,155,153,155,schema_completo,8721613.034144161,9157115.065621683,1888119.2175075084,0.2061914919684721,6741297.026145842,8955122.806417212,12448999.926211655,5707702.900065813,,500,0.15
16.404.287/0001-55,Suzano,Commodities,2026,TARGET_DRE_3.11_DFP,Lucro Líquido,GradientBoosting,158,156,158,schema_completo,476407.0168891377,634754.138384372,167701.45389937158,0.2641990713541766,361956.6515997428,634834.3955323864,918839.6639570852,556883.0123573424,0.0,500,0.15
